"","word","freq","first_Nmin1","last","first","first2","first3","second","third","fourth"
"369","i will admit that i",3,"i will admit that","i","i","i will","i will admit","will","admit","that"
"370","i will be sure to",3,"i will be sure","to","i","i will","i will be","will","be","sure"
"371","i will be there in",3,"i will be there","in","i","i will","i will be","will","be","there"
"372","i will give you a",3,"i will give you","a","i","i will","i will give","will","give","you"
"373","i will have to check",3,"i will have to","check","i","i will","i will have","will","have","to"
"374","i will have to make",3,"i will have to","make","i","i will","i will have","will","have","to"
"375","i wish i could be",3,"i wish i could","be","i","i wish","i wish i","wish","i","could"
"376","i wish i could have",3,"i wish i could","have","i","i wish","i wish i","wish","i","could"
"377","i wish i was going",3,"i wish i was","going","i","i wish","i wish i","wish","i","was"
"378","i would like to be",3,"i would like to","be","i","i would","i would like","would","like","to"
"379","i would like to see",3,"i would like to","see","i","i would","i would like","would","like","to"
"380","i would like to thank",3,"i would like to","thank","i","i would","i would like","would","like","to"
"381","i would like to try",3,"i would like to","try","i","i would","i would like","would","like","to"
"382","if it was not for",3,"if it was not","for","if","if it","if it was","it","was","not"
"383","if you are on the",3,"if you are on","the","if","if you","if you are","you","are","on"
"384","if you want to see",3,"if you want to","see","if","if you","if you want","you","want","to"
"385","if youre looking for a",3,"if youre looking for","a","if","if youre","if youre looking","youre","looking","for"
"386","illinois incorporated in item c",3,"illinois incorporated in item","c","illinois","illinois incorporated","illinois incorporated in","incorporated","in","item"
"387","in a lot of ways",3,"in a lot of","ways","in","in a","in a lot","a","lot","of"
"388","in and out of the",3,"in and out of","the","in","in and","in and out","and","out","of"
"389","in case you did not",3,"in case you did","not","in","in case","in case you","case","you","did"
"390","in the heart of the",3,"in the heart of","the","in","in the","in the heart","the","heart","of"
"391","in the last few years",3,"in the last few","years","in","in the","in the last","the","last","few"
"392","in the united states and",3,"in the united states","and","in","in the","in the united","the","united","states"
"393","is a bit of a",3,"is a bit of","a","is","is a","is a bit","a","bit","of"
"394","is a state of mind",3,"is a state of","mind","is","is a","is a state","a","state","of"
"395","is a way of life",3,"is a way of","life","is","is a","is a way","a","way","of"
"396","is going on in the",3,"is going on in","the","is","is going","is going on","going","on","in"
"397","is going to be so",3,"is going to be","so","is","is going","is going to","going","to","be"
"398","is just a matter of",3,"is just a matter","of","is","is just","is just a","just","a","matter"
"399","is just around the corner",3,"is just around the","corner","is","is just","is just around","just","around","the"
"400","is national wear red day",3,"is national wear red","day","is","is national","is national wear","national","wear","red"
"401","is your favorite place to",3,"is your favorite place","to","is","is your","is your favorite","your","favorite","place"
"402","it does not matter how",3,"it does not matter","how","it","it does","it does not","does","not","matter"
"403","it has to be a",3,"it has to be","a","it","it has","it has to","has","to","be"
"404","it is a way of",3,"it is a way","of","it","it is","it is a","is","a","way"
"405","it is got to be",3,"it is got to","be","it","it is","it is got","is","got","to"
"406","it is just a matter",3,"it is just a","matter","it","it is","it is just","is","just","a"
"407","it is one of the",3,"it is one of","the","it","it is","it is one","is","one","of"
"408","it is safe to say",3,"it is safe to","say","it","it is","it is safe","is","safe","to"
"409","it is time for some",3,"it is time for","some","it","it is","it is time","is","time","for"
"410","it turns out to be",3,"it turns out to","be","it","it turns","it turns out","turns","out","to"
"411","it was one of the",3,"it was one of","the","it","it was","it was one","was","one","of"
"412","it was so nice to",3,"it was so nice","to","it","it was","it was so","was","so","nice"
"413","just a few of my",3,"just a few of","my","just","just a","just a few","a","few","of"
"414","just a little bit of",3,"just a little bit","of","just","just a","just a little","a","little","bit"
"415","just in time for the",3,"just in time for","the","just","just in","just in time","in","time","for"
"416","know if you have any",3,"know if you have","any","know","know if","know if you","if","you","have"
"417","know that i am not",3,"know that i am","not","know","know that","know that i","that","i","am"
"418","know what is going on",3,"know what is going","on","know","know what","know what is","what","is","going"
"419","know what it is like",3,"know what it is","like","know","know what","know what it","what","it","is"
"420","know what to do with",3,"know what to do","with","know","know what","know what to","what","to","do"
"421","light at the end of",3,"light at the end","of","light","light at","light at the","at","the","end"
"422","list of things to do",3,"list of things to","do","list","list of","list of things","of","things","to"
"423","mean the world to me",3,"mean the world to","me","mean","mean the","mean the world","the","world","to"
"424","middle of the night and",3,"middle of the night","and","middle","middle of","middle of the","of","the","night"
"425","need to go to the",3,"need to go to","the","need","need to","need to go","to","go","to"
"426","not a big fan of",3,"not a big fan","of","not","not a","not a big","a","big","fan"
"427","not know about you but",3,"not know about you","but","not","not know","not know about","know","about","you"
"428","not know what to do",3,"not know what to","do","not","not know","not know what","know","what","to"
"429","not sure what to do",3,"not sure what to","do","not","not sure","not sure what","sure","what","to"
"430","not wait to see it",3,"not wait to see","it","not","not wait","not wait to","wait","to","see"
"431","not wait to see the",3,"not wait to see","the","not","not wait","not wait to","wait","to","see"
"432","now is the time to",3,"now is the time","to","now","now is","now is the","is","the","time"
"433","on a friday night and",3,"on a friday night","and","on","on a","on a friday","a","friday","night"
"434","on both sides of the",3,"on both sides of","the","on","on both","on both sides","both","sides","of"
"435","on the back of the",3,"on the back of","the","on","on the","on the back","the","back","of"
"436","on top of the world",3,"on top of the","world","on","on top","on top of","top","of","the"
"437","one of the most beautiful",3,"one of the most","beautiful","one","one of","one of the","of","the","most"
