"","word","freq","first_Nmin1","last"
"974","on her",50,"on","her"
"975","sense of",50,"sense","of"
"976","so excited",50,"so","excited"
"977","something to",50,"something","to"
"978","the idea",50,"the","idea"
"979","the little",50,"the","little"
"980","the lord",50,"the","lord"
"981","the name",50,"the","name"
"982","time of",50,"time","of"
"983","because you",49,"because","you"
"984","but there",49,"but","there"
"985","but this",49,"but","this"
"986","come out",49,"come","out"
"987","follow back",49,"follow","back"
"988","friends and",49,"friends","and"
"989","guess i",49,"guess","i"
"990","high school",49,"high","school"
"991","know if",49,"know","if"
"992","life and",49,"life","and"
"993","much of",49,"much","of"
"994","new year",49,"new","year"
"995","of being",49,"of","being"
"996","out on",49,"out","on"
"997","see it",49,"see","it"
"998","sounds like",49,"sounds","like"
"999","than i",49,"than","i"
"1000","the old",49,"the","old"
"1001","this one",49,"this","one"
"1002","to ask",49,"to","ask"
"1003","told me",49,"told","me"
"1004","was that",49,"was","that"
"1005","we did",49,"we","did"
"1006","who has",49,"who","has"
"1007","with him",49,"with","him"
"1008","work and",49,"work","and"
"1009","along with",48,"along","with"
"1010","am sure",48,"am","sure"
"1011","are still",48,"are","still"
"1012","come on",48,"come","on"
"1013","for his",48,"for","his"
"1014","get your",48,"get","your"
"1015","have seen",48,"have","seen"
"1016","is being",48,"is","being"
"1017","it seems",48,"it","seems"
"1018","love and",48,"love","and"
"1019","my husband",48,"my","husband"
"1020","not so",48,"not","so"
"1021","of life",48,"of","life"
"1022","see a",48,"see","a"
"1023","since the",48,"since","the"
"1024","social media",48,"social","media"
"1025","something that",48,"something","that"
"1026","the bottom",48,"the","bottom"
"1027","the final",48,"the","final"
"1028","the following",48,"the","following"
"1029","the rt",48,"the","rt"
"1030","the state",48,"the","state"
"1031","there will",48,"there","will"
"1032","thought i",48,"thought","i"
"1033","to that",48,"to","that"
"1034","what he",48,"what","he"
"1035","who was",48,"who","was"
"1036","with their",48,"with","their"
"1037","am on",47,"am","on"
"1038","and your",47,"and","your"
"1039","because the",47,"because","the"
"1040","but in",47,"but","in"
"1041","easy to",47,"easy","to"
"1042","in all",47,"in","all"
"1043","in new",47,"in","new"
"1044","it makes",47,"it","makes"
"1045","my way",47,"my","way"
"1046","now and",47,"now","and"
"1047","only one",47,"only","one"
"1048","read the",47,"read","the"
"1049","said that",47,"said","that"
"1050","the ones",47,"the","ones"
"1051","the water",47,"the","water"
"1052","to an",47,"to","an"
"1053","we love",47,"we","love"
"1054","when she",47,"when","she"
"1055","who have",47,"who","have"
"1056","you may",47,"you","may"
"1057","a book",46,"a","book"
"1058","a real",46,"a","real"
"1059","an hour",46,"an","hour"
"1060","but if",46,"but","if"
"1061","get back",46,"get","back"
"1062","great to",46,"great","to"
"1063","i read",46,"i","read"
"1064","idea of",46,"idea","of"
"1065","in for",46,"in","for"
"1066","is how",46,"is","how"
"1067","it can",46,"it","can"
"1068","much for",46,"much","for"
"1069","no more",46,"no","more"
"1070","people in",46,"people","in"
"1071","pretty much",46,"pretty","much"
"1072","said i",46,"said","i"
"1073","someone who",46,"someone","who"
"1074","that way",46,"that","way"
"1075","thinking about",46,"thinking","about"
"1076","took a",46,"took","a"
"1077","up at",46,"up","at"
"1078","wake up",46,"wake","up"
"1079","we know",46,"we","know"
"1080","which was",46,"which","was"
"1081","with some",46,"with","some"
"1082","work on",46,"work","on"
"1083","you dont",46,"you","dont"
"1084","you go",46,"you","go"
"1085","you might",46,"you","might"
"1086","your favorite",46,"your","favorite"
"1087","and just",45,"and","just"
"1088","and of",45,"and","of"
"1089","but also",45,"but","also"
"1090","give you",45,"give","you"
"1091","how the",45,"how","the"
"1092","if she",45,"if","she"
"1093","is coming",45,"is","coming"
"1094","it as",45,"it","as"
"1095","look forward",45,"look","forward"
"1096","love that",45,"love","that"
"1097","maybe i",45,"maybe","i"
"1098","me but",45,"me","but"
"1099","my hair",45,"my","hair"
"1100","no idea",45,"no","idea"
"1101","not do",45,"not","do"
"1102","of its",45,"of","its"
"1103","one more",45,"one","more"
"1104","please follow",45,"please","follow"
"1105","quite a",45,"quite","a"
"1106","so the",45,"so","the"
"1107","stop by",45,"stop","by"
"1108","that can",45,"that","can"
"1109","that in",45,"that","in"
"1110","to bring",45,"to","bring"
"1111","to them",45,"to","them"
"1112","was really",45,"was","really"
"1113","watching the",45,"watching","the"
"1114","way i",45,"way","i"
"1115","we want",45,"we","want"
"1116","welcome to",45,"welcome","to"
"1117","as she",44,"as","she"
"1118","back on",44,"back","on"
"1119","be at",44,"be","at"
"1120","call me",44,"call","me"
"1121","do is",44,"do","is"
"1122","for years",44,"for","years"
"1123","great day",44,"great","day"
"1124","have not",44,"have","not"
"1125","her to",44,"her","to"
"1126","is why",44,"is","why"
"1127","made the",44,"made","the"
"1128","me for",44,"me","for"
"1129","much as",44,"much","as"
"1130","my blog",44,"my","blog"
"1131","my phone",44,"my","phone"
"1132","not forget",44,"not","forget"
"1133","not in",44,"not","in"
"1134","only a",44,"only","a"
"1135","people to",44,"people","to"
"1136","the country",44,"the","country"
"1137","the movie",44,"the","movie"
"1138","the truth",44,"the","truth"
"1139","way of",44,"way","of"
"1140","will do",44,"will","do"
"1141","a bad",43,"a","bad"
"1142","a special",43,"a","special"
"1143","back and",43,"back","and"
"1144","figure out",43,"figure","out"
"1145","find the",43,"find","the"
"1146","here and",43,"here","and"
"1147","i go",43,"i","go"
"1148","i wonder",43,"i","wonder"
"1149","if he",43,"if","he"
"1150","next time",43,"next","time"
"1151","not make",43,"not","make"
"1152","one that",43,"one","that"
"1153","out my",43,"out","my"
"1154","see if",43,"see","if"
"1155","the point",43,"the","point"
"1156","the very",43,"the","very"
"1157","to and",43,"to","and"
"1158","use of",43,"use","of"
"1159","was to",43,"was","to"
"1160","work with",43,"work","with"
"1161","you had",43,"you","had"
"1162","a beautiful",42,"a","beautiful"
"1163","about my",42,"about","my"
"1164","about what",42,"about","what"
"1165","and let",42,"and","let"
"1166","and see",42,"and","see"
"1167","at that",42,"at","that"
"1168","believe in",42,"believe","in"
"1169","can make",42,"can","make"
"1170","come back",42,"come","back"
"1171","dont have",42,"dont","have"
"1172","home and",42,"home","and"
"1173","is great",42,"is","great"
"1174","is only",42,"is","only"
"1175","it the",42,"it","the"
"1176","ive been",42,"ive","been"
"1177","my dad",42,"my","dad"
"1178","next to",42,"next","to"
"1179","not need",42,"not","need"
"1180","on their",42,"on","their"
"1181","pick up",42,"pick","up"
"1182","sure you",42,"sure","you"
"1183","that if",42,"that","if"
"1184","them in",42,"them","in"
"1185","think the",42,"think","the"
"1186","to add",42,"to","add"
"1187","tonight at",42,"tonight","at"
"1188","use the",42,"use","the"
"1189","willing to",42,"willing","to"
"1190","you you",42,"you","you"
"1191","about that",41,"about","that"
"1192","about you",41,"about","you"
"1193","add the",41,"add","the"
"1194","become a",41,"become","a"
"1195","but she",41,"but","she"
"1196","day to",41,"day","to"
"1197","every time",41,"every","time"
"1198","go back",41,"go","back"
"1199","hit the",41,"hit","the"
"1200","i bet",41,"i","bet"
"1201","i may",41,"i","may"
"1202","is for",41,"is","for"
"1203","it could",41,"it","could"
"1204","it really",41,"it","really"
"1205","just to",41,"just","to"
"1206","last time",41,"last","time"
"1207","love this",41,"love","this"
"1208","love your",41,"love","your"
"1209","on one",41,"on","one"
"1210","one thing",41,"one","thing"
"1211","over to",41,"over","to"
"1212","people that",41,"people","that"
"1213","piece of",41,"piece","of"
"1214","place to",41,"place","to"
"1215","these days",41,"these","days"
"1216","this i",41,"this","i"
"1217","to check",41,"to","check"
"1218","to join",41,"to","join"
"1219","to not",41,"to","not"
"1220","to stay",41,"to","stay"
"1221","trip to",41,"trip","to"
"1222","us go",41,"us","go"
"1223","want a",41,"want","a"
"1224","with no",41,"with","no"
"1225","you did",41,"you","did"
"1226","you ever",41,"you","ever"
"1227","a month",40,"a","month"
"1228","a pretty",40,"a","pretty"
"1229","and as",40,"and","as"
"1230","and be",40,"and","be"
"1231","find out",40,"find","out"
"1232","have ever",40,"have","ever"
"1233","i actually",40,"i","actually"
"1234","i find",40,"i","find"
"1235","in there",40,"in","there"
"1236","into my",40,"into","my"
"1237","is gonna",40,"is","gonna"
"1238","is such",40,"is","such"
"1239","it looks",40,"it","looks"
"1240","just do",40,"just","do"
"1241","just the",40,"just","the"
"1242","little bit",40,"little","bit"
"1243","make you",40,"make","you"
"1244","me it",40,"me","it"
"1245","not it",40,"not","it"
"1246","said the",40,"said","the"
"1247","set up",40,"set","up"
"1248","she would",40,"she","would"
"1249","talking to",40,"talking","to"
"1250","the film",40,"the","film"
"1251","the floor",40,"the","floor"
"1252","the worst",40,"the","worst"
"1253","to let",40,"to","let"
"1254","to pick",40,"to","pick"
"1255","to some",40,"to","some"
"1256","will you",40,"will","you"
"1257","you that",40,"you","that"
"1258","a girl",39,"a","girl"
"1259","a job",39,"a","job"
"1260","a place",39,"a","place"
"1261","along the",39,"along","the"
"1262","and also",39,"and","also"
"1263","and an",39,"and","an"
"1264","and her",39,"and","her"
"1265","and im",39,"and","im"
"1266","and one",39,"and","one"
"1267","are my",39,"are","my"
"1268","be an",39,"be","an"
"1269","be sure",39,"be","sure"
"1270","deal with",39,"deal","with"
"1271","end up",39,"end","up"
"1272","gave me",39,"gave","me"
"1273","have done",39,"have","done"
"1274","he does",39,"he","does"
"1275","here are",39,"here","are"
"1276","his own",39,"his","own"
"1277","i heard",39,"i","heard"
"1278","i loved",39,"i","loved"
"1279","in some",39,"in","some"
"1280","is true",39,"is","true"
"1281","lack of",39,"lack","of"
"1282","less than",39,"less","than"
"1283","like my",39,"like","my"
"1284","more to",39,"more","to"
"1285","night i",39,"night","i"
"1286","not i",39,"not","i"
"1287","of new",39,"of","new"
"1288","of which",39,"of","which"
"1289","take the",39,"take","the"
"1290","the perfect",39,"the","perfect"
"1291","the power",39,"the","power"
"1292","thought it",39,"thought","it"
"1293","to one",39,"to","one"
"1294","to pay",39,"to","pay"
"1295","today and",39,"today","and"
"1296","up i",39,"up","i"
"1297","what was",39,"what","was"
"1298","where is",39,"where","is"
"1299","work in",39,"work","in"
"1300","a whole",38,"a","whole"
"1301","after all",38,"after","all"
"1302","again i",38,"again","i"
"1303","all this",38,"all","this"
"1304","all your",38,"all","your"
"1305","also a",38,"also","a"
"1306","an amazing",38,"an","amazing"
"1307","and on",38,"and","on"
"1308","are some",38,"are","some"
"1309","believe that",38,"believe","that"
"1310","but then",38,"but","then"
"1311","can help",38,"can","help"
"1312","excited for",38,"excited","for"
"1313","feels like",38,"feels","like"
"1314","few weeks",38,"few","weeks"
"1315","focus on",38,"focus","on"
"1316","food and",38,"food","and"
"1317","for another",38,"for","another"
"1318","get on",38,"get","on"
"1319","give up",38,"give","up"
"1320","happened to",38,"happened","to"
"1321","if that",38,"if","that"
"1322","in its",38,"in","its"
"1323","it it",38,"it","it"
"1324","me back",38,"me","back"
"1325","me of",38,"me","of"
"1326","needed to",38,"needed","to"
"1327","over and",38,"over","and"
"1328","plenty of",38,"plenty","of"
"1329","said he",38,"said","he"
"1330","soon as",38,"soon","as"
"1331","the company",38,"the","company"
"1332","the moment",38,"the","moment"
"1333","the things",38,"the","things"
"1334","the third",38,"the","third"
"1335","the united",38,"the","united"
"1336","things are",38,"things","are"
"1337","things i",38,"things","i"
"1338","this month",38,"this","month"
"1339","time we",38,"time","we"
"1340","type of",38,"type","of"
"1341","was very",38,"was","very"
"1342","where we",38,"where","we"
"1343","will take",38,"will","take"
"1344","with and",38,"with","and"
"1345","with our",38,"with","our"
"1346","you the",38,"you","the"
"1347","a different",37,"a","different"
"1348","ability to",37,"ability","to"
"1349","am still",37,"am","still"
"1350","and even",37,"and","even"
"1351","are we",37,"are","we"
"1352","as to",37,"as","to"
"1353","best of",37,"best","of"
"1354","comes to",37,"comes","to"
"1355","congrats to",37,"congrats","to"
