"","word","freq","first_Nmin1","last","first","second"
"677","the same way",18,"the same","way","the","same"
"678","to do is",18,"to do","is","to","do"
"679","to do something",18,"to do","something","to","do"
"680","to do this",18,"to do","this","to","do"
"681","to focus on",18,"to focus","on","to","focus"
"682","to know that",18,"to know","that","to","know"
"683","to meet you",18,"to meet","you","to","meet"
"684","to talk about",18,"to talk","about","to","talk"
"685","to watch the",18,"to watch","the","to","watch"
"686","we are all",18,"we are","all","we","are"
"687","when i got",18,"when i","got","when","i"
"688","where are you",18,"where are","you","where","are"
"689","will be back",18,"will be","back","will","be"
"690","will be there",18,"will be","there","will","be"
"691","with all the",18,"with all","the","with","all"
"692","you did not",18,"you did","not","you","did"
"693","you will not",18,"you will","not","you","will"
"694","a few more",17,"a few","more","a","few"
"695","a good idea",17,"a good","idea","a","good"
"696","a pair of",17,"a pair","of","a","pair"
"697","a piece of",17,"a piece","of","a","piece"
"698","a ton of",17,"a ton","of","a","ton"
"699","am in the",17,"am in","the","am","in"
"700","am not going",17,"am not","going","am","not"
"701","am pretty sure",17,"am pretty","sure","am","pretty"
"702","and i had",17,"and i","had","and","i"
"703","and when i",17,"and when","i","and","when"
"704","as i was",17,"as i","was","as","i"
"705","be on the",17,"be on","the","be","on"
"706","because i was",17,"because i","was","because","i"
"707","but they are",17,"but they","are","but","they"
"708","but you can",17,"but you","can","but","you"
"709","can do it",17,"can do","it","can","do"
"710","did not think",17,"did not","think","did","not"
"711","for the ff",17,"for the","ff","for","the"
"712","forward to the",17,"forward to","the","forward","to"
"713","get back to",17,"get back","to","get","back"
"714","getting ready for",17,"getting ready","for","getting","ready"
"715","got to be",17,"got to","be","got","to"
"716","have got to",17,"have got","to","have","got"
"717","have no idea",17,"have no","idea","have","no"
"718","he is not",17,"he is","not","he","is"
"719","i am getting",17,"i am","getting","i","am"
"720","i am ready",17,"i am","ready","i","am"
"721","i am really",17,"i am","really","i","am"
"722","i dont want",17,"i dont","want","i","dont"
"723","i go to",17,"i go","to","i","go"
"724","i had the",17,"i had","the","i","had"
"725","i hate you",17,"i hate","you","i","hate"
"726","i have heard",17,"i have","heard","i","have"
"727","i have not",17,"i have","not","i","have"
"728","i hope i",17,"i hope","i","i","hope"
"729","i really do",17,"i really","do","i","really"
"730","i think we",17,"i think","we","i","think"
"731","i was able",17,"i was","able","i","was"
"732","if i do",17,"if i","do","if","i"
"733","if i was",17,"if i","was","if","i"
"734","in a row",17,"in a","row","in","a"
"735","in addition to",17,"in addition","to","in","addition"
"736","in the next",17,"in the","next","in","the"
"737","is a very",17,"is a","very","is","a"
"738","is not it",17,"is not","it","is","not"
"739","is that you",17,"is that","you","is","that"
"740","is the new",17,"is the","new","is","the"
"741","is the one",17,"is the","one","is","the"
"742","it to be",17,"it to","be","it","to"
"743","know if you",17,"know if","you","know","if"
"744","let you know",17,"let you","know","let","you"
"745","me in the",17,"me in","the","me","in"
"746","not have any",17,"not have","any","not","have"
"747","not need to",17,"not need","to","not","need"
"748","not the only",17,"not the","only","not","the"
"749","of the first",17,"of the","first","of","the"
"750","of the other",17,"of the","other","of","the"
"751","on the floor",17,"on the","floor","on","the"
"752","on the way",17,"on the","way","on","the"
"753","rt if you",17,"rt if","you","rt","if"
"754","thanks for sharing",17,"thanks for","sharing","thanks","for"
"755","that there are",17,"that there","are","that","there"
"756","that you can",17,"that you","can","that","you"
"757","the chance to",17,"the chance","to","the","chance"
"758","the people who",17,"the people","who","the","people"
"759","there was no",17,"there was","no","there","was"
"760","this is one",17,"this is","one","this","is"
"761","time to get",17,"time to","get","time","to"
"762","to create a",17,"to create","a","to","create"
"763","to do that",17,"to do","that","to","do"
"764","to find out",17,"to find","out","to","find"
"765","to get out",17,"to get","out","to","get"
"766","to go with",17,"to go","with","to","go"
"767","to look at",17,"to look","at","to","look"
"768","to see a",17,"to see","a","to","see"
"769","to tell you",17,"to tell","you","to","tell"
"770","to the point",17,"to the","point","to","the"
"771","to try to",17,"to try","to","to","try"
"772","want you to",17,"want you","to","want","you"
"773","was a little",17,"was a","little","was","a"
"774","we went to",17,"we went","to","we","went"
"775","what you have",17,"what you","have","what","you"
"776","when it is",17,"when it","is","when","it"
"777","when they are",17,"when they","are","when","they"
"778","while i am",17,"while i","am","while","i"
"779","will always be",17,"will always","be","will","always"
"780","will you be",17,"will you","be","will","you"
"781","wish i was",17,"wish i","was","wish","i"
"782","would be the",17,"would be","the","would","be"
"783","would have to",17,"would have","to","would","have"
"784","you and your",17,"you and","your","you","and"
"785","you know you",17,"you know","you","you","know"
"786","you will have",17,"you will","have","you","will"
"787","a fan of",16,"a fan","of","a","fan"
"788","a few hours",16,"a few","hours","a","few"
"789","a kind of",16,"a kind","of","a","kind"
"790","a matter of",16,"a matter","of","a","matter"
"791","a sense of",16,"a sense","of","a","sense"
"792","a series of",16,"a series","of","a","series"
"793","all is well",16,"all is","well","all","is"
"794","and there is",16,"and there","is","and","there"
"795","and they are",16,"and they","are","and","they"
"796","and you are",16,"and you","are","and","you"
"797","and you can",16,"and you","can","and","you"
"798","are you doing",16,"are you","doing","are","you"
"799","as you can",16,"as you","can","as","you"
"800","be one of",16,"be one","of","be","one"
"801","because you are",16,"because you","are","because","you"
"802","being able to",16,"being able","to","being","able"
"803","best way to",16,"best way","to","best","way"
"804","can get a",16,"can get","a","can","get"
"805","do not wanna",16,"do not","wanna","do","not"
"806","feel like a",16,"feel like","a","feel","like"
"807","follow me back",16,"follow me","back","follow","me"
"808","for a long",16,"for a","long","for","a"
"809","for following me",16,"for following","me","for","following"
"810","for me and",16,"for me","and","for","me"
"811","for you to",16,"for you","to","for","you"
"812","have never been",16,"have never","been","have","never"
"813","here in the",16,"here in","the","here","in"
"814","hope all is",16,"hope all","is","hope","all"
"815","how do i",16,"how do","i","how","do"
"816","i am glad",16,"i am","glad","i","am"
"817","i am very",16,"i am","very","i","am"
"818","i cant wait",16,"i cant","wait","i","cant"
"819","i could be",16,"i could","be","i","could"
"820","i got to",16,"i got","to","i","got"
"821","i have decided",16,"i have","decided","i","have"
"822","i should be",16,"i should","be","i","should"
"823","i try to",16,"i try","to","i","try"
"824","if you were",16,"if you","were","if","you"
"825","in the country",16,"in the","country","in","the"
"826","is hard to",16,"is hard","to","is","hard"
"827","is time for",16,"is time","for","is","time"
"828","is time to",16,"is time","to","is","time"
"829","it is to",16,"it is","to","it","is"
"830","it is true",16,"it is","true","it","is"
"831","it on the",16,"it on","the","it","on"
"832","it will not",16,"it will","not","it","will"
"833","just have to",16,"just have","to","just","have"
"834","not sure what",16,"not sure","what","not","sure"
"835","not to mention",16,"not to","mention","not","to"
"836","on the back",16,"on the","back","on","the"
"837","one of these",16,"one of","these","one","of"
"838","out of a",16,"out of","a","out","of"
"839","over the years",16,"over the","years","over","the"
"840","ready to go",16,"ready to","go","ready","to"
"841","she is a",16,"she is","a","she","is"
"842","should be a",16,"should be","a","should","be"
"843","so excited for",16,"so excited","for","so","excited"
"844","so i will",16,"so i","will","so","i"
"845","so proud of",16,"so proud","of","so","proud"
"846","thanks to all",16,"thanks to","all","thanks","to"
"847","thanks to everyone",16,"thanks to","everyone","thanks","to"
"848","that can be",16,"that can","be","that","can"
"849","that is just",16,"that is","just","that","is"
"850","the last few",16,"the last","few","the","last"
"851","the point of",16,"the point","of","the","point"
"852","the state of",16,"the state","of","the","state"
"853","the time of",16,"the time","of","the","time"
"854","the way to",16,"the way","to","the","way"
"855","the world and",16,"the world","and","the","world"
"856","there are some",16,"there are","some","there","are"
"857","thought i was",16,"thought i","was","thought","i"
"858","to be on",16,"to be","on","to","be"
"859","to check out",16,"to check","out","to","check"
"860","to get back",16,"to get","back","to","get"
"861","to get it",16,"to get","it","to","get"
"862","to get up",16,"to get","up","to","get"
"863","to pick up",16,"to pick","up","to","pick"
"864","to the end",16,"to the","end","to","the"
"865","to the top",16,"to the","top","to","the"
"866","up on the",16,"up on","the","up","on"
"867","up with a",16,"up with","a","up","with"
"868","want to do",16,"want to","do","want","to"
"869","want to get",16,"want to","get","want","to"
"870","welcome to the",16,"welcome to","the","welcome","to"
"871","were going to",16,"were going","to","were","going"
"872","what is going",16,"what is","going","what","is"
"873","when i get",16,"when i","get","when","i"
"874","why can not",16,"why can","not","why","can"
"875","will be able",16,"will be","able","will","be"
"876","working on a",16,"working on","a","working","on"
