"","word","freq","first_Nmin1","last","first","first2","second","third"
"490","be part of the",6,"be part of","the","be","be part","part","of"
"491","believe it or not",6,"believe it or","not","believe","believe it","it","or"
"492","but at the same",6,"but at the","same","but","but at","at","the"
"493","but i am going",6,"but i am","going","but","but i","i","am"
"494","but they do not",6,"but they do","not","but","but they","they","do"
"495","but you can not",6,"but you can","not","but","but you","you","can"
"496","but you have to",6,"but you have","to","but","but you","you","have"
"497","by the time i",6,"by the time","i","by","by the","the","time"
"498","come to an end",6,"come to an","end","come","come to","to","an"
"499","day of the week",6,"day of the","week","day","day of","of","the"
"500","did not even know",6,"did not even","know","did","did not","not","even"
"501","do not care what",6,"do not care","what","do","do not","not","care"
"502","do not get it",6,"do not get","it","do","do not","not","get"
"503","do not have time",6,"do not have","time","do","do not","not","have"
"504","do not want it",6,"do not want","it","do","do not","not","want"
"505","does not mean that",6,"does not mean","that","does","does not","not","mean"
"506","end of the year",6,"end of the","year","end","end of","of","the"
"507","feel the same way",6,"feel the same","way","feel","feel the","the","same"
"508","for a chance to",6,"for a chance","to","for","for a","a","chance"
"509","for it to be",6,"for it to","be","for","for it","it","to"
"510","for the follow and",6,"for the follow","and","for","for the","the","follow"
"511","forward to seeing you",6,"forward to seeing","you","forward","forward to","to","seeing"
"512","great to see you",6,"great to see","you","great","great to","to","see"
"513","had a lot of",6,"had a lot","of","had","had a","a","lot"
"514","have the right to",6,"have the right","to","have","have the","the","right"
"515","have to say that",6,"have to say","that","have","have to","to","say"
"516","here are a few",6,"here are a","few","here","here are","are","a"
"517","hope everyone had a",6,"hope everyone had","a","hope","hope everyone","everyone","had"
"518","i am at the",6,"i am at","the","i","i am","am","at"
"519","i am just not",6,"i am just","not","i","i am","am","just"
"520","i am not even",6,"i am not","even","i","i am","am","not"
"521","i am on a",6,"i am on","a","i","i am","am","on"
"522","i am on the",6,"i am on","the","i","i am","am","on"
"523","i am so sorry",6,"i am so","sorry","i","i am","am","so"
"524","i am sure i",6,"i am sure","i","i","i am","am","sure"
"525","i am the only",6,"i am the","only","i","i am","am","the"
"526","i am working on",6,"i am working","on","i","i am","am","working"
"527","i can not get",6,"i can not","get","i","i can","can","not"
"528","i can not sleep",6,"i can not","sleep","i","i can","can","not"
"529","i can not stand",6,"i can not","stand","i","i can","can","not"
"530","i cant wait to",6,"i cant wait","to","i","i cant","cant","wait"
"531","i decided to go",6,"i decided to","go","i","i decided","decided","to"
"532","i dont have to",6,"i dont have","to","i","i dont","dont","have"
"533","i have a lot",6,"i have a","lot","i","i have","have","a"
"534","i have been working",6,"i have been","working","i","i have","have","been"
"535","i have never seen",6,"i have never","seen","i","i have","have","never"
"536","i havent been on",6,"i havent been","on","i","i havent","havent","been"
"537","i know i will",6,"i know i","will","i","i know","know","i"
"538","i need a new",6,"i need a","new","i","i need","need","a"
"539","i thought it would",6,"i thought it","would","i","i thought","thought","it"
"540","i want to go",6,"i want to","go","i","i want","want","to"
"541","i want to see",6,"i want to","see","i","i want","want","to"
"542","i wanted to be",6,"i wanted to","be","i","i wanted","wanted","to"
"543","i wanted to give",6,"i wanted to","give","i","i wanted","wanted","to"
"544","i will let you",6,"i will let","you","i","i will","will","let"
"545","i will tell you",6,"i will tell","you","i","i will","will","tell"
"546","i wish i knew",6,"i wish i","knew","i","i wish","wish","i"
"547","if i want to",6,"if i want","to","if","if i","i","want"
"548","if you have a",6,"if you have","a","if","if you","you","have"
"549","if you have been",6,"if you have","been","if","if you","you","have"
"550","if you have time",6,"if you have","time","if","if you","you","have"
"551","in a few weeks",6,"in a few","weeks","in","in a","a","few"
"552","in a long time",6,"in a long","time","in","in a","a","long"
"553","in addition to the",6,"in addition to","the","in","in addition","addition","to"
"554","in an attempt to",6,"in an attempt","to","in","in an","an","attempt"
"555","in my life i",6,"in my life","i","in","in my","my","life"
"556","in order to get",6,"in order to","get","in","in order","order","to"
"557","in the heart of",6,"in the heart","of","in","in the","the","heart"
"558","in the mood for",6,"in the mood","for","in","in the","the","mood"
"559","in the world and",6,"in the world","and","in","in the","the","world"
"560","is a bit of",6,"is a bit","of","is","is a","a","bit"
"561","is going on in",6,"is going on","in","is","is going","going","on"
"562","is got to be",6,"is got to","be","is","is got","got","to"
"563","is one of those",6,"is one of","those","is","is one","one","of"
"564","it is a very",6,"it is a","very","it","it is","is","a"
"565","it is all about",6,"it is all","about","it","it is","is","all"
"566","it is difficult to",6,"it is difficult","to","it","it is","is","difficult"
"567","it is gonna be",6,"it is gonna","be","it","it is","is","gonna"
"568","it is important to",6,"it is important","to","it","it is","is","important"
"569","it is in the",6,"it is in","the","it","it is","is","in"
"570","it must have been",6,"it must have","been","it","it must","must","have"
"571","it was a great",6,"it was a","great","it","it was","was","a"
"572","it was going to",6,"it was going","to","it","it was","was","going"
"573","it was not a",6,"it was not","a","it","it was","was","not"
"574","it will be fun",6,"it will be","fun","it","it will","will","be"
"575","it will not be",6,"it will not","be","it","it will","will","not"
"576","it would be a",6,"it would be","a","it","it would","would","be"
"577","just a little bit",6,"just a little","bit","just","just a","a","little"
"578","just do not know",6,"just do not","know","just","just do","do","not"
"579","just got back from",6,"just got back","from","just","just got","got","back"
"580","just in time for",6,"just in time","for","just","just in","in","time"
"581","know what it is",6,"know what it","is","know","know what","what","it"
"582","know what you are",6,"know what you","are","know","know what","what","you"
"583","let me tell you",6,"let me tell","you","let","let me","me","tell"
"584","look forward to seeing",6,"look forward to","seeing","look","look forward","forward","to"
"585","love you so much",6,"love you so","much","love","love you","you","so"
"586","my way to the",6,"my way to","the","my","my way","way","to"
"587","need to figure out",6,"need to figure","out","need","need to","to","figure"
"588","not being able to",6,"not being able","to","not","not being","being","able"
"589","not know what i",6,"not know what","i","not","not know","know","what"
"590","now is the time",6,"now is the","time","now","now is","is","the"
"591","of all of the",6,"of all of","the","of","of all","all","of"
"592","of the world and",6,"of the world","and","of","of the","the","world"
"593","on a daily basis",6,"on a daily","basis","on","on a","a","daily"
"594","one of the few",6,"one of the","few","one","one of","of","the"
"595","or may not have",6,"or may not","have","or","or may","may","not"
"596","out of the car",6,"out of the","car","out","out of","of","the"
"597","please follow me i",6,"please follow me","i","please","please follow","follow","me"
"598","put it in the",6,"put it in","the","put","put it","it","in"
"599","rest of the week",6,"rest of the","week","rest","rest of","of","the"
"600","rest of your life",6,"rest of your","life","rest","rest of","of","your"
"601","since i was a",6,"since i was","a","since","since i","i","was"
"602","so much for your",6,"so much for","your","so","so much","much","for"
"603","sure to stop by",6,"sure to stop","by","sure","sure to","to","stop"
"604","take a look at",6,"take a look","at","take","take a","a","look"
"605","take the time to",6,"take the time","to","take","take the","the","time"
"606","tens of thousands of",6,"tens of thousands","of","tens","tens of","of","thousands"
